sentence	is_variable	variable	research_data	doc_id	uuid
In his book Why Americans Hate Welfare, Martin Gilens argues that Americans view welfare as rewarding the undeserving poor, Blacks as lazy and undeserving, and Blacks as the primary beneficiaries of welfare.	0			30861	add8dda9-8a6a-4ba0-87d9-e4d47f17bb70
Gilens demonstrates that these perceptions are reflected in and amplified by the media, which dramatically overrepresents Blacks in depictions of the poor.	0			30861	9f0888e3-fd37-40f6-a286-0b208a27c9e7
There is already accumulating evidence that rising immigration in Europe has elevated the perception that immigrants exploit the welfare system.	0			30861	5e8a6cfc-df26-4b97-b33d-9ebf6b11a262
Such views that minorities disproportionately benefit from welfare are likely to undermine public support for welfare generally.	0			30861	9eba151a-5351-465f-93db-4629e2b190b4
In recent years, there has been increased concern about the consequences of immigration on social policy.	0			30861	28317b56-398b-40f6-af6e-91a3895bd39c
One central question is whether rising immigration undermines the public’s belief about and attitudes toward the welfare state.	0			30861	419d7bb9-f022-4b8d-ba35-1d49ed8dbb3e
Current research investigating 17 affluent democracies shows that immigration mostly has no effect on public support for the welfare state.	0			30861	c11135e6-9458-44fc-a4de-8c1d43c4adee
A slightly different version of the argument emphasizes what scholars call “ethnic fractionalization” in preventing solidarity among citizens.	0			30861	1789bc0c-acdf-402b-bd09-f38877aeed40
Being the same ethnicity and speaking the same language make class-based solidarity easier and increase the sense of community in people’s minds.	0			30861	6a26f939-e26d-4906-b2ba-c6d12c9801f4
According to this line of reasoning, the native-born lack solidarity with immigrants and have a preference for “in-group” members who share cultural customs and physical appearances.	0			30861	b4b9783d-663b-4995-9c1b-62789fd6503b
In fractionalized societies, people seem to be less willing to support investments in public goods like public transportation and education.	0			30861	b53aae05-9d7b-441a-a917-d6a9df6d1e2b
Recent studies show that societies with more ethnic fractionalization have less public spending as a share of the economy.	0			30861	9461959f-d03c-42fc-a084-29fc9627f49b
The concern with rising immigration has been that ethnic fractionalization will emerge as society becomes divided into affluent native-born residents and marginalized immigrants forming ethnic and religious minority groups.	0			30861	4ab78a38-a846-4047-aa09-37836775d5ec
One of the most prominent accounts within this literature is provided by economists Alberto Alesina and Edward Glaeser’s book Fighting Poverty in the U.S. and Europe.	0			30861	b3eaf52a-0154-4754-985a-5b4d51a9efb4
They explicitly hypothesize that increased ethnic fractionalization due to immigration will undermine the generosity of European welfare states.	0			30861	c77b6944-d37a-475b-b9f2-7837e1041138
According to them, right wing and even centrist politicians will use anti-immigrant rhetoric as tools to dismantle social policies.	0			30861	ad8d117e-76c9-453b-872f-6ee887e81230
Ominously, they predict: “As Europe has become more diverse, Europeans have increasingly been susceptible to exactly the same form of racist, anti-welfare demagoguery that worked so well in the United States.	0			30861	9b925edf-fecf-406d-a83c-4566a3b6b943
We shall see whether the generous European welfare state can really survive in a heterogeneous society.”	0			30861	cc6333ed-072c-41dd-9631-7f37901b3cbf
Despite mounting claims that immigration undermines public support for the welfare state, a smaller skeptical literature has begun to emerge.	0			30861	08aac63e-ba9a-49fb-8202-56751067d0ce
Scholars in the skeptical camp point to inconsistencies in the empirical evidence supporting the arguments above.	0			30861	5c3473b8-9008-4470-8e53-65ffebf9c538
In fact, the first author of this essay authored (with Beck- field and Seeleib-Kaiser) an article in the American Sociological Review that showed that there is no association between increased immigration and a smaller welfare state.	0			30861	7748f148-4457-483b-b53f-b72c83b5765b
Others suggest that any tradeoff between ethnic heterogeneity and redistribution is overstated.	0			30861	6cdcca90-afd4-4332-93e1-fe31e4aa68b4
While the U.S. was traditionally more heterogeneous than Europe, Australia and Canada are much more heterogeneous than Japan – yet public support for the welfare state is significantly lower in Japan than in Australia and Canada.	0			30861	eeacf1af-762a-434e-a678-efb5c86c3f29
Further, the recent concern with immigration neglects the fact that scholars have demonstrated other more powerful influences on social policy attitudes.	0			30861	8eb9861d-ab1e-4326-8b1f-a4d7e5c8dbd0
If these established influences are the paramount predictors of welfare attitudes, immigration is likely to play a marginal role.	0			30861	5b60e825-3f5f-4231-b4b2-26f6dc465eb7
We entered this debate with some expectation that immigration would undermine public support for the welfare state.	0			30861	e1a2ee56-4e91-44a8-86f5-012301f42472
Our research utilized data on attitudes regarding social policy for 17 affluent democracies in 2006 and 12 in both 1996 and 2006.	0			30861	5e7180e5-355f-4aab-8110-d617c37a3c22
This public opinion data from the International Social Survey Program (ISSP) was linked with information about the stock and flows of immigration in each country.	0			30861	84397302-1384-473c-a1fc-ddfe6f873d9c
We assessed six different welfare attitudes about whether people feel it “should be the government’s responsibility to… reduce income differences between rich and poor… [or] provide a job for everyone who wants one… [or] provide a decent standard of living for the old” or remedy unemployment, housing, and healthcare.	1	exploredata-ZA4700_Varv23;exploredata-ZA4700_Varv25;exploredata-ZA4700_Varv33;exploredata-ZA4700_Varv31;exploredata-ZA4700_Varv27;exploredata-ZA4700_Varv28;exploredata-ZA4700_Varv39	ZA4700	30861	213f8ce1-3ff2-4c49-b817-f82243f79a78
Our sample included countries with high and low levels of immigration, with booming and struggling economies, and with meager and extensive welfare states.	0			30861	2717d025-e68d-4a04-892f-fbcad8495059
Our analyses mostly failed to support the hypothesis that immigration undermines public support for the welfare state.	0			30861	2f1ba509-29e9-42a1-b11f-32b3273d53fb
The percent foreign-born, annual net migration, and the ten-year change in the percent foreign-born do not have consistent negative effects on welfare attitudes.	0			30861	b91504b1-6570-4f4d-bcb3-099189639583
There is some evidence that the percent foreign-born significantly undermines the specific welfare attitude that government “should provide a job for everyone who wants one.”	1	exploredata-ZA4700_Varv25	ZA4700	30861	ebc1fc52-41fb-4bf4-b90c-3a8f1528b29f
However, there is much more evidence showing that net migration and change in percent foreign-born have surprisingly positive effects on welfare attitudes.	0			30861	506196f8-2562-498a-95a6-ad5cae573e36
These two measures of immigration flows are associated with greater support for attitudes regarding retirement, housing, and healthcare especially.	1	exploredata-ZA4700_Varv33;exploredata-ZA4700_Varv27;exploredata-ZA4700_Varv39	ZA4700	30861	72c4b00b-69d5-402c-a292-2434eff98b29
There is even some evidence that the percent foreign-born increases support for attitudes regarding retirement.	1	exploredata-ZA4700_Varv28;exploredata-ZA4700_Varv22	ZA4700	30861	68bbb369-efc9-4f30-8ce8-06fc05250e31
Thus, the evidence is quite mixed and mostly contradicts the literatures discussed earlier.	0			30861	c117c206-2e4c-498b-a5f9-84c2c012a21d
While some countries with increased immigration have lower levels of support for the welfare state, even more countries exhibit the opposite pattern.	0			30861	bc6a2c2d-2e65-4b4d-9dc8-e409406a30f9
For example, net migration amounted to less than one-tenth of a percent of Japan in 2005, and Japan had the lowest level of support for the view that government has a responsibility to provide housing (only 38 percent in favor).	1	exploredata-ZA4700_Varv33	ZA4700	30861	9342bff4-fb3c-4971-b7fe-e82fe751dbc1
By contrast, Spain had the highest level of net migration (5.8 percent) and the highest support for the housing attitude (96 percent).	1	exploredata-ZA4700_Varv33	ZA4700	30861	4ed592a6-4242-42ea-b838-1739d9682063
Why do countries with high immigration flows tend to have higher public support for the welfare state?	0			30861	b36173f4-50a4-41b8-918c-f945f373b0aa
It could be that immigration increases the perception of higher unemployment and more competition for jobs, and such perceptions tend to trigger support for the welfare state.	0			30861	4c2ac49c-06db-488d-9a88-d29bb3f267b8
Scholars have shown that perceptions of immigration as an economic risk or threat are positively associated with a preference for redistribution.	0			30861	c213f82a-38b5-4c60-a7a0-a67c122accd7
Thus, heightened immigration could induce respondents to favor a greater welfare state to compensate for and protect themselves from what they perceive as economic competition from immigrants.	0			30861	0372f30f-c1d0-42dc-806f-56de0bb98dc8
Similarly, it could be that immigration flows lead residents to feel vulnerable and insecure.	0			30861	ecf9a23e-aa01-4c51-823c-c22b5df92ed8
A sense of vulnerability and insecurity could create a perception of unmet societal needs, and lead to a desire for increased welfare state interventions.	0			30861	5651857b-a509-43ab-a8e4-c6ec00cd1996
In fact, our analyses show that net migration is significantly positively associated with a preference for greater welfare spending on health, pensions and unemployment.	1	exploredata-ZA4700_Varv28;exploredata-ZA4700_Varv25;exploredata-ZA4700_Varv27	ZA4700	30861	6d80cf2a-0a49-4738-a6ae-e12dafd74511
Our results challenge much conventional wisdom and many scholars and commentators.	0			30861	9252558a-b648-42c0-b78a-a61a0983ec42
In the process, we encourage greater caution with bold claims about the negative effects of immigration or ethnic heterogeneity for welfare states.	0			30861	0f526cf1-8885-4290-ab06-c72fdbe60d8a
We show that it is essential to compare a broader set of countries, to examine those countries over time, and to get past simplistic U.S.-Europe differences.	0			30861	999fa624-325d-4be1-842b-55b881a565c6
We also demonstrate that examining multiple welfare attitudes provides a more informative picture of the effects of immigration.	0			30861	b233272c-ac88-45f3-a74c-2c15d91a9dd1
Our research leads us to hypothesize that citizens might have a bifurcated response to rising immigration.	0			30861	742025ad-c52c-4aaf-aadd-4b9a05ef0249
On one hand, many citizens will prefer more extensive and generous social policies.	0			30861	5485ce0e-3df0-45aa-8fba-f746387b6833
We even suggest that these two outcomes might be compatible for a segment of the population that has less education, is marginally employed or unemployed, and has lower incomes and more insecurity.	0			30861	284536ce-943f-420a-b251-788bf56e7800
In sum, our study shows the value of cross-national survey research on important social problems and challenges facing modern societies.	0			30861	76e76f55-1880-460f-bc27-dde6e6607666
The availability of cross-national survey data and the statistical techniques to analyze such data have increased substantially in recent years.	0			30861	6bc24a8a-177d-4b48-992e-dbd7c1428179
Social scientists are better poised now than ever to provide convincing answers to questions like ours.	0			30861	9e091d05-8523-4fd0-a45f-7f2b4006dd34
Ultimately, we find very little evidence that immigration poses a threat to the welfare state.	0			30861	84ca6d52-f99d-4d6e-bb2a-01a31fd2d1b1
Rather, immigration and ethnic heterogeneity may actually be compatible with generous social policies.	0			30861	72331ed1-8409-4336-8eca-803433e44dd8
Though many politicians and commentators provoke fear by talking about the failures of multiculturalism, these claims have little empirical support.	0			30861	6174d056-917e-4ee0-9f59-2fbb2cf77d3a
Immigration does not clearly reduce public support for the welfare state and some aspects of immigration seem to increase the public’s beliefs in and preferences for social policy.	0			30861	7c6a57b7-6e9c-482b-8d87-d9211237a6c5
Vielmehr kommt es darauf an, wie die objektiven Gegebenheiten oder deren Veränderungen wahrgenommen und beurteilt werden.	0			21312	27a075d2-874f-42ee-81d8-cdb58de70471
In diesem Zusammenhang bezeichnet der Begriff subjektives Wohlbefinden die von den Betroffenen selbst geäußerten Einschätzungen über spezifische Lebensbedingungen und über das Leben im allgemeinen.	0			21312	f057c85d-5076-4a11-a5b5-87e9e4976510
Die allgemeine Lebenszufriedenheit als ein bilanzierendes Maß der Wohlbefindens steht im Mittelpunkt dieser Untersuchung.	0			21312	813c38a1-ae03-4312-9509-f2ade948e4d8
Dazu soll auf Basis von Eurobarometer-Daten die Lebenszufriedenheit in den einzelnen Ländern Westeuropas untersucht und ihre Entwicklung über den Zeitraum zwischen 1988 und 1995 betrachtet werden.	0			21312	9a69e896-e1c0-4bc2-b3c7-c40992c5ce9c
Weiterhin wird geprüft, welche Rolle sozialstrukturelle Merkmale für das subjektive Wohlbefinden spielen.	0			21312	b2ff6992-c462-4841-ad41-d25cb063d64e
Als Datengrundlage dienen die Eurobarometer-Umfragen, die im Auftrag der Europäischen Kommission seit nunmehr 20 Jahren zweimal jährlich in den jeweiligen Mitgliedsländern der Europäischen Union durchgeführt werden, um politische und soziale Einstellungen sowie deren Veränderung über die Zeit zu messen.	0			21312	f8fa4e20-325b-4e31-bdfc-c8a8cd09fc38
In jedem Eurobarometer steht ein bestimmtes Thema im Vordergrund, wobei eine weitere Stärke des Instruments darin besteht, daß ein bestimmter Teil der Fragen regelmäßig wiederholt wird.	0			21312	f1730858-4a48-4a62-bccc-dc8da7a4782b
Dänemark liegt mit etwas mehr als einem halben Skalenpunkt über diesem Schnitt, gefolgt von Holland und Luxemburg.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry;exploredata-ZA2459_Varv5	ZA2637;ZA2459	21312	fb23769a-5ff2-41bb-96ca-4bf8193356d7
Die Iren, Belgier, Westdeutschen und Briten bewegen sich entlang des europäischen Durchschnitts, wenngleich ein wenig darüber.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	15ad6669-9f52-4007-81f4-26d3bcca0962
Die Lebenszufriedenheit der Italiener, gefolgt von der der Spanier, Ostdeutschen und Franzosen, liegt unterhalb des gesamteuropäischen Durchschnitts, während Portugal und Griechenland die Schlußlichter in der Zufriedenheitsbewertung bilden (Graphik 1).	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	f1f97107-8111-4102-9a7d-2ba4a4158238
Innerhalb der einzelnen Länder ist die Entwicklung der Lebenszufriedenheit in dem gemessenen Zeitraum sehr stabil, und auch der Abstand zwischen den Ländern bleibt nahezu konstant.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	4d8879b1-65d1-489d-9907-7fb93a0026f1
Mit Ausnahme von Irland und Westdeutschland zeigt sich ein Zusammenhang zwischen Reichtum und Ausmaß sozialer Gerechtigkeit eines Landes und der Zufriedenheit seiner Bürger.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	d32c2cbe-6a3b-4ba5-addb-f41580d2a384
Betrachtet man die Streuung (die Standardabweichungen) der Antworten um den jeweiligen nationalen Mittelwert, so fällt auf, daß die Verteilung in Ländern mit durchschnittlich hoher Zufriedenheit homogener ist als in Ländern, in denen das subjektive Wohlbefinden geringer ist.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	07dee09a-446b-4333-95f7-625a33489e5b
Die theoretischen Erklärungen für die weitgehende Stabilität im Zeitverlauf bei gleichzeitig stabilen Differenzen zwischen den Ländern sind mannigfaltig, bieten jedoch allesamt keine hinreichend befriedigende Antwort.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	48999709-5045-4514-ab20-92e89f5a6048
Ohne Anspruch auf Vollständigkeit seien einige von ihnen aufgeführt.	0			21312	7f7db127-d3fd-4e6c-8dd0-24fe83d4f9b6
Eine zunächst sehr naheliegende methodische Erklärung der unterschiedlichen Niveaus im subjektiven Wohlbefinden sind sprachliche Verschiedenheiten, die, induziert durch die simple Übersetzung der Frage, jeweils unterschiedliche Konnotationen des Begriffes „Zufriedenheit“in den jeweiligen Landessprachen oder Kulturen betonen könnten.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	de07fc2a-b06f-440b-93ce-a972a52ed3f8
Mehrere Untersuchungen (Blishen & Atkinson 1980, Inglehart 1977, Inglehart & Rabier 1986) haben jedoch gezeigt, daß dieses Argument nicht haltbar ist, denn weder das Ausmaß der Zufriedenheit französisch sprechender Kanadier noch das der Wallonen ähneln dem Zufriedenheitsniveau in Frankreich.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	0aad5eeb-836b-4bfc-8097-4da6d5feba87
Im Gegenteil, die Unterschiede zwischen den Volksgruppen in Kanada und Belgien sind nur marginal.	0			21312	d684f032-6b11-403a-ace6-3df3346c1cad
Eine andere These besagt, daß Individuen eine angeborene oder in frühester Kindheit erworbene generelle Disposition zur Zufriedenheit oder Unzufriedenheit haben (Headey & Wearing 1992).	1	exploredata-ZA2459_Varv19	ZA2459	21312	24629aa5-819e-4904-b6aa-b98eb7848d79
Diesem Argument folgend sind die nationalen Unterschiede in der Lebenszufriedenheit dann auf eine unterschiedliche Verteilung dieser Persönlichkeitsmerkmale zurückzuführen.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	b62d8eec-55ab-415d-807f-031edc6616f9
Außerdem sollte man erwarten, daß sich diese generelle Disposition auch in unterschiedlichen Bereichszufriedenheiten manifestiert: Eine Person müßte also nicht nur mit dem Leben allgemein zufrieden oder unzufrieden sein, sie müßte es dann auch mit der Arbeit, der Familie oder der Freizeit sein.	1	exploredata-ZA2459_Varv19	ZA2459	21312	aa334261-ca90-487f-a414-ad787fcb5405
Eine ähnliche Position wird auch von Vertretern der These eines Nationalcharakters eingenommen (Inglehart 1995, Inkeles 1988).	0			21312	26205013-468c-4e94-9bd0-a04c1919ad91
Sie behaupten zwar, daß die Tendenz einer Person, zufrieden oder unzufrieden zu sein, nicht von der Persönlichkeit determiniert, sondern vielmehr fester Bestandteil eines Nationalcharakters sei.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry	ZA2637;ZA2459	21312	555bf8d3-3618-48fb-8153-df73562215fb
Dieser sei durch die Erfahrungen früherer Generationen determiniert und durch die Sozialisation ihrer Nachfahren an spätere Generationen weitergegeben (Inglehart 1977, 1995).	1	exploredata-ZA2459_Varv19	ZA2459	21312	505cf5d5-bac6-464e-ad5b-f5c8856aca6d
Träfe dies zu, dann müßte die mittlere Lebenszufriedenheit von Migranten der gemessenen Lebenszufriedenheit in ihrem Heimat- oder Herkunftsland ähnlicher sein als das durchschnittliche Zufriedenheitsniveau im Gastland.	1	exploredata-ZA2459_Varv19;unk	ZA2459	21312	b8c05529-5865-4187-be25-8de01f524381
Tatsache ist jedoch, daß eine Untersuchung bereits der ersten Generation griechischer, italienischer, spanischer, türkischer und jugoslawischer Migranten diese Theorie nicht bestätigte, da ihre Lebenszufriedenheit sich nicht mit der im Heimatland gemessenen deckte.	1	exploredata-ZA2459_Varv19;unk	ZA2459	21312	73212a59-373b-413a-82cb-e3c9fb79c43f
Daneben wird die individuelle Lebenszufriedenheit auch anhand von sich wandelnden Anspruchsniveaus erklärt.	1	exploredata-ZA2459_Varv19	ZA2459	21312	2055376a-0fe5-4669-b950-c21277f2c476
Zwischen Wertvorstellungen und subjektivem Wohlbefinden bestünde ein sehr enger Zusammenhang, da Menschen erst dann zufrieden seien, wenn angestrebte Ziele erreicht worden wären (Inglehart 1977, 1995).	1	exploredata-ZA2459_Varv19;exploredata-ZA2459_Varv591	ZA2459	21312	80000bd4-c327-45ea-917f-739f67b27e8f
Dieses Gefühl der Zufriedenheit sei jedoch immer nur vorübergehend, und sobald ein Ziel erreicht wäre, würden neue Ziele anvisiert.	1	exploredata-ZA2459_Varv19	ZA2459	21312	50d02743-9bf0-43b0-8cbe-b22cf53005e5
Gesamtgesellschaftlich würde lange anhaltender Wohlstand die Ansprüche ganzer Generationen entsprechend ihren Lebensumständen steigern.	1	exploredata-ZA2459_Varv19	ZA2459	21312	8049d301-9fd9-4769-b702-89c3a9676dd8
Eine Überprüfung dieser Annahme verlangt eine Datenbasis, die mehrere Generationen erfaßt.	1	exploredata-ZA2459_Varv19	ZA2459	21312	42cc0c25-3938-4774-8f69-ecbd5a53e5df
Eine solche existiert leider für den Indikator Lebenszufriedenheit nicht, und 20 Jahre Eurobarometer stützen diese Aussage nicht.	1	exploredata-ZA2459_Varv19	ZA2459	21312	b1022e20-2c68-41d0-b71a-041820038217
Um dieser Frage nachzugehen, wurden soziodemographische Variablen (Alter, Geschlecht, Bildung, Einkommen, Erwerbsstatus) sowie ein Indikator zur subjektiven Schichteinstufung, zur politisch ideologischen Selbsteinstufung und zur Wertpriorität der befragten Person in die Untersuchung aufgenommen.	1	exploredata-ZA2459_Varv33;exploredata-ZA2459_Varv424;exploredata-ZA2637_Varv442;exploredata-ZA2459_Varv559;exploredata-ZA2459_Varv420;exploredata-ZA2459_Varv423;exploredata-ZA2459_Varv422;exploredata-ZA2459_Varv421;exploredata-ZA2459_Varv425;exploredata-ZA2459_Varv32;exploredata-ZA2637_Varv459;exploredata-ZA2459_Varv591;exploredata-ZA2459_Varv418;exploredata-ZA2459_Varv416;exploredata-ZA2459_Varv417;exploredata-ZA2459_Varv419;exploredata-ZA2459_Varv413;exploredata-ZA2459_Varv415;exploredata-ZA2637_Varv431;exploredata-ZA2459_Varv597;exploredata-ZA2459_Varv614;exploredata-ZA2459_Varv412;exploredata-ZA2459_Varv414;exploredata-ZA2459_Varv602	ZA2637;ZA2459	21312	8c7c51e3-84a6-441c-8a85-5553d21536a5
Zusätzlich wurde die geographische Region, in welcher der Befragte lebt, berücksichtigt, denn wenn die Tendenz besteht, daß das subjektive Wohlbefinden in reichen Ländern höher ist als in ärmeren, so wäre es durchaus plausibel, daß Personen, die in wirtschaftlich benachteiligten Regionen leben, mit ihrem Leben auch weniger zufrieden sind.	1	exploredata-ZA2459_Varv591;exploredata-ZA2637_Varv38;exploredata-ZA2637_Varv487;exploredata-ZA2637_Varv488;exploredata-ZA2459_Varv19	ZA2637;ZA2459	21312	94487371-cb46-43fa-b45d-9d06072f34e8
Der statistische Einfluß dieser einzelnen Variablen wurde mit Hilfe einer Multiplen-Klassifikationsanalyse (MCA) für das Jahr 1993 berechnet und nach Alter kontrolliert.	1	exploredata-ZA2459_Varv417;exploredata-ZA2459_Varv422;exploredata-ZA2459_Varv419;exploredata-ZA2459_Varv418;exploredata-ZA2459_Varv415;exploredata-ZA2459_Varv425;exploredata-ZA2459_Varv413;exploredata-ZA2459_Varv424;exploredata-ZA2459_Varv416;exploredata-ZA2459_Varv421;exploredata-ZA2459_Varv412;exploredata-ZA2459_Varv420;exploredata-ZA2459_Varv423;exploredata-ZA2459_Varv414	ZA2459	21312	c4dbb485-ae7c-46e4-9086-d394375c9829
Nimmt man alle Variablen zusammen, so zeigt sich, daß lediglich zwischen 10 und 15 Prozent der Varianz in der Lebenszufriedenheit aller Europäer erklärt werden, wobei zwischen 1988 und 1993 ein leichter Anstieg zu beobachten ist (Verlaufsdaten nicht dargestellt).	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varv38	ZA2637;ZA2459	21312	0855b093-cda9-40f4-948c-644e4a095969
Die Unregelmäßigkeit, mit der einzelne Indikatoren im zeitlichen Verlauf Signifikanz aufweisen, kann hier als eine Folge dieser geringen Erklärungskraft gewertet werden.	0			21312	fd9bb550-6b4a-4147-843d-73d2b4de881c
Das Haushaltseinkommen wurde in die gesamteuropäische Betrachtung nicht eingeschlossen.	1	exploredata-ZA2459_Varv597	ZA2459	21312	693a12a9-89d6-4531-8d76-e7f741844444
Von den übrigen Merkmalen entfiel die mit Abstand stärkste Bedeutung während des gesamten Untersuchungszeitraums (mit einem beta -Koeffizienten von rund .30) auf die Nationalität des Befragten, womit sich zeigt, daß bei dieser Analyse nationale Kriterien wichtiger zur Vorhersage individueller Zufriedenheit sind als persönliche Merkmale.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry;exploredata-ZA2637_Varv38	ZA2637;ZA2459	21312	fd94cc98-ea0c-44f4-8c2f-9317e7373b05
Nimmt man diese Variable aus der gesamteuropäischen Betrachtung heraus, so reduziert sich die Vorhersagekraft der übrigen, sozialstrukturellen Variablen um die Hälfte.	1	exploredata-ZA2637_Varisocntry	ZA2637	21312	adf8e553-9b3b-4466-ac95-91a059d6a472
Dennoch, der Erwerbsstatus, die subjektive Schichteinordnung und zu einem geringeren Teil auch die Bildung haben ebenfalls einen signifikanten Einfluß auf die Lebenszufriedenheit in gesamteuropäischer Perspektive, während das Geschlecht hier keine Rolle spielt.	1	exploredata-ZA2637_Varv459;exploredata-ZA2459_Varv591;exploredata-ZA2637_Varv38;exploredata-ZA2459_Varv614;exploredata-ZA2459_Varv19;exploredata-ZA2637_Varv441;exploredata-ZA2459_Varv559	ZA2637;ZA2459	21312	297fcf2d-7c1a-4d33-94ea-9be747fd06c6
Mit Einschränkung gilt die Tendenz, daß je reicher ein Land ist, desto geringer die Erklärungskraft dieser einzelnen Variablen, wobei es dennoch auch hier Ausnahmen gibt.	1	exploredata-ZA2637_Varisocntry;exploredata-ZA2637_Varv38	ZA2637	21312	28c0c598-d8c9-4814-b134-22a663027723
Welcher Aspekt in reichen Ländern nun für das höhere Zufriedenheitsniveau verantwortlich ist, kann nicht einwandfrei geklärt werden.	1	exploredata-ZA2459_Varv19;exploredata-ZA2637_Varisocntry;exploredata-ZA2637_Varv38	ZA2637;ZA2459	21312	12a6cfc1-dd2f-4e5d-a632-5368b321f06b
Im Eurobarometer wurde nach dem Bruttoeinkommen des Haushalts gefragt, das für die Analyse in Quartile eingeteilt wird.	1	exploredata-ZA2459_Varv597	ZA2459	21312	d8edc815-14bf-4ef5-84b9-87291f150543
Die Analyse basiert daher nicht auf absoluten Einkommensangaben, sondern auf relativen Einkommenspositionen.	1	exploredata-ZA2459_Varv597	ZA2459	21312	df43f552-1c0d-4534-a73a-7bfec27d5f81
Die Einkommenspositionen spielen häufig gerade in den reicheren Ländern eine größere Rolle.	1	exploredata-ZA2637_Varisocntry;exploredata-ZA2459_Varv597	ZA2637;ZA2459	21312	b7220f90-948a-47b5-94c3-28d8e6a54b37
In eher ärmeren europäischen Ländern (Griechenland, Spanien, Portugal) hat die Einkommensposition während des Untersuchungszeitraums keine oder eher selten eine signifikante Bedeutung, was zunächst im Widerspruch zu den in der Literatur gefundenen Ergebnissen steht.	1	exploredata-ZA2637_Varisocntry;exploredata-ZA2459_Varv597	ZA2637;ZA2459	21312	fff225f3-0c4b-4f8b-8629-1f69f84570cf
